Account,Annual Revenue,MAU,Vertical,MGR,commited mrr delta,total net mrr (ae),Tier
에이스이엔지코리아,"7,000,000,000","2,482",B2B & 솔루션 | B2B & Solutions,"500,000",,,Tier 5
동우화인켐,"2,616,000,000,000","29,166",제조 & 유통 | Manufacturing & Distribution,"1,000,000","1,248,750","1,248,750",Tier 3
기탄교육,"8,600,000,000","34,238",교육 | Education,"600,000","497,137","497,137",Tier 4
더자람,"18,500,000,000","4,223",커머스 | Commerce,"900,000",,,Tier 5
위트인텔리전스,"5,000,000,000","9,982",B2B & 솔루션 | B2B & Solutions,"500,000","135,000","135,000",Tier 5
디센트법률사무소,-,"6,340",전문 산업군 | Professional Services,"500,000",,,
아이땅,"10,900,000,000","2,047",커머스 | Commerce,"1,000,000","1,584,750","1,584,750",Tier 5
아이소이,"57,000,000,000","171,654",커머스 | Commerce,"2,000,000",,,Tier 2
현대에버다임,"374,440,000,000","6,086",B2B & 솔루션 | B2B & Solutions,"1,000,000",,,Tier 3
서울경기한우협동조합,"70,000,000,000","9,530",커머스 | Commerce,"700,000",,,Tier 3
휘닉스중앙평창,"31,600,000,000","233,764",여행 & 숙박 | Travel & Hospitality,"2,000,000","1,289,000","1,289,000",Tier 2
아워박스,"64,000,000,000","52,407",B2B & 솔루션 | B2B & Solutions,"2,000,000",,,Tier 4
신세계,"11,400,000,000,000","67,258",B2B & 솔루션 | B2B & Solutions,"2,000,000",,,Tier 1
세이지그린,"37,200,000,000","87,882",커머스 | Commerce,"1,000,000","489,750","489,750",Tier 2
한국농수산식품유통공사,"642,613,000,000","267,188",커머스 | Commerce,"2,000,000",,,Tier 1
링고벨,"3,600,000,000","14,630",B2B & 솔루션 | B2B & Solutions,"700,000","1,361,250","1,361,250",Tier 4
농협경제지주주식회사(e커머스사업부),"9,780,000,000,000","10,550,000",커머스 | Commerce,"2,000,000",,,Tier 1
창신리빙,"14,861,939,000","15,254",커머스 | Commerce,"700,000",,,Tier 4
모범기한,"18,500,000,000","117,802",커머스 | Commerce,"1,000,000","1,377,750","1,377,750",Tier 2
서산수골프앤리조트,"15,400,000,000","31,408",여행 & 숙박 | Travel & Hospitality,"700,000",,,Tier 4
브라보텍,"27,000,000,000","53,786",커머스 | Commerce,"700,000","864,750","864,750",Tier 4
몬트락,"20,211,480,000","3,161",커머스 | Commerce,"500,000","395,887","395,887",Tier 5
뉴스타의원,"20,000,000,000","3,159",헬스케어 | Healthcare,"700,000","503,250","503,250",Tier 5
제이앤컴퍼니,"5,000,000,000","19,049",커머스 | Commerce,"500,000",,,Tier 4
쥬비스다이어트,"71,256,471,000","354,345",헬스케어 | Healthcare,"2,000,000",,,Tier 2
사이버한국외국어대학교,"20,000,000,000","230,000",교육 | Education,"1,000,000","962,250","962,250",Tier 2
한진,"3,015,400,000,000","1,105,000",커머스 | Commerce,"500,000",,,Tier 1
산하정보기술,"15,100,000,000","5,466",여행 & 숙박 | Travel & Hospitality,"1,000,000","1,388,250","1,388,250",Tier 5
유닛커넥트,"5,200,000,000","2,071",B2B & 솔루션 | B2B & Solutions,"1,500,000","543,000","543,000",Tier 5
아이투맥스,"32,800,000,000","12,572",B2B & 솔루션 | B2B & Solutions,"700,000",,,Tier 4
모닝글로리,"42,040,054,000","9,348",커머스 | Commerce,"700,000",,,Tier 4
아이앤피,"21,628,722,000","107,810",커머스 | Commerce,"600,000","1,183,875","1,183,875",Tier 2
수원축산농협,"144,200,000,000","4,062",커머스 | Commerce,"500,000","1,000,000","1,000,000",Tier 3
삼흥,"38,977,427,000","17,952",여행 & 숙박 | Travel & Hospitality,"700,000","789,750","789,750",Tier 4
호텔패스글로벌(주),"6,200,000,000","194,520",여행 & 숙박 | Travel & Hospitality,"1,500,000","1,206,750","1,206,750",Tier 2
온나인슈퍼,"25,808,949,000","6,246",커머스 | Commerce,"700,000","399,750","399,750",Tier 5
카네비모빌리티,"149,600,000,000","12,212",B2B & 솔루션 | B2B & Solutions,"3,000,000",,"3,420,000",Tier 3
보국전자,"17,600,000,000","5,875",커머스 | Commerce,"1,500,000",,,Tier 5
에스비아이코스머니,"7,322,676,000","6,185",전문 산업군 | Professional Services,"800,000","1,000,000","1,000,000",Tier 5
티머니,"333,900,000,000","1,852,000",B2B & 솔루션 | B2B & Solutions,"1,200,000",,,Tier 1
매일유업,"1,811,400,000,000","308,242",커머스 | Commerce,"2,500,000",,,Tier 1
제닉스크리에이티브,"12,400,000,000","31,910",커머스 | Commerce,"500,000","437,250","437,250",Tier 4
올품,"497,335,000,000",-,커머스 | Commerce,"600,000",,,
리서치랩,"8,700,000,000","21,502",전문 산업군 | Professional Services,"3,000,000",,,Tier 4
GS엠비즈주식회사,"235,800,000,000","15,689",B2B & 솔루션 | B2B & Solutions,"1,500,000","214,387","214,387",Tier 3
농협경제지주,"9,780,100,000,000","310,081",커머스 | Commerce,"3,000,000",,,Tier 1
(주)포항스틸러스,"23,400,000,000","22,567",기타 | Others,"800,000","461,887","461,887",Tier 4
엔티렉스,"47,500,000,000","519,913",커머스 | Commerce,"1,500,000",,,Tier 2
프로스트제이,"5,000,000,000","247,836",커머스 | Commerce,"600,000","407,137","407,137",Tier 2
서원유통,"1,517,158,898,000","39,110",제조 & 유통 | Manufacturing & Distribution,"800,000",,,Tier 3
써니일레븐,"6,600,000,000","244,336",커머스 | Commerce,"500,000",,,Tier 2
거봉,"9,460,000,000","3,404",제조 & 유통 | Manufacturing & Distribution,"700,000",,,Tier 5
빌리지베이비,"5,400,000,000","2,094",기타 | Others,"1,000,000","1,132,000","1,132,000",Tier 5
(주)프뢰벨,"51,200,000,000","6,088",교육 | Education,"600,000","405,750","405,750",Tier 5
크린토피아,"279,697,012,000","167,735",기타 | Others,"2,000,000",,,Tier 3
서울교통공사(HR/인트라넷),"1,870,700,000,000","676,186",기타 | Others,"1,000,000",,,Tier 1
에너넷,"17,266,083,000",-,B2B & 솔루션 | B2B & Solutions,"3,000,000","2,373,750","2,373,750",
대우써머스,"14,900,000,000","13,626",커머스 | Commerce,"700,000",,,Tier 4
한창산업개발,"13,286,355,000","6,973",여행 & 숙박 | Travel & Hospitality,"500,000",,,Tier 5
화해글로벌,"82,400,000,000","289,062",커머스 | Commerce,"1,000,000","807,000","807,000",Tier 2
옆커폰,"8,000,000,000","97,642",B2B & 솔루션 | B2B & Solutions,"1,000,000","1,475,750","1,475,750",Tier 4
코모도호텔 부산,"25,300,000,000","16,487",여행 & 숙박 | Travel & Hospitality,"600,000",,,Tier 4
룩옵틱스,"81,665,172,000","47,523",커머스 | Commerce,"1,200,000","528,500","528,500",Tier 3
카페 프리헷,"3,724,900,000","5,103",제조 & 유통 | Manufacturing & Distribution,"500,000","657,095","657,095",Tier 5
교학모터스,"190,000,000,000","4,113",렌탈 & 모빌리티 | Rental & Mobility,"2,000,000",,,Tier 3
이순환거버넌스,"14,209,086,000","33,528",기타 | Others,"2,000,000",,"1,500,000",Tier 4
민앤민의원,"10,000,000,000","2,529",헬스케어 | Healthcare,"1,000,000",,"1,764,000",Tier 5
마드라스체크,"13,380,000,000","1,493,000",B2B & 솔루션 | B2B & Solutions,"1,500,000",,,Tier 2
씨넥스존 (씨넥스존),"201,000,000,000","4,793",B2B & 솔루션 | B2B & Solutions,"1,500,000","1,273,500","1,273,500",Tier 3
티유치과의원,"18,400,000,000","29,101",헬스케어 | Healthcare,"700,000",,,Tier 4
크라운제과,"43,818,000,000","43,799",제조 & 유통 | Manufacturing & Distribution,"2,000,000",,,Tier 4
엠피지오,"18,900,000,000","5,004",B2B & 솔루션 | B2B & Solutions,"600,000",,,Tier 5
씨앤에스인터내셔널,"13,800,000,000","1,962",렌탈 & 모빌리티 | Rental & Mobility,"500,000",,,Tier 5
케이디헬스케어,"99,187,446,000","73,719",헬스케어 | Healthcare,"2,000,000",,,Tier 3
쿠진,"36,800,000,000","48,555",커머스 | Commerce,"900,000","1,181,887","1,181,887",Tier 4
스타디움-SH인터내셔날,"13,000,000,000","135,339",커머스 | Commerce,"600,000",,,Tier 2
롯데의료재단 (보바스하남),"55,000,000,000","18,404",헬스케어 | Healthcare,"1,000,000","1,000,000","1,000,000",Tier 4
보람상조개발,"153,600,000,000","12,819",전문 산업군 | Professional Services,"1,500,000",,,Tier 3
루노,"5,300,000,000","66,584",커머스 | Commerce,"500,000",,,Tier 4
문토,"40,000,000,000","49,898",기타 | Others,"700,000","578,250","578,250",Tier 4
씨오리퍼블릭,"23,000,000,000",388,커머스 | Commerce,"2,000,000","658,387","658,387",Tier 5
하나에스디,"8,000,000,000","1,079",제조 & 유통 | Manufacturing & Distribution,"1,500,000",,,Tier 5
다우데이타,"9,747,210,000,000",575,B2B & 솔루션 | B2B & Solutions,"1,200,000","1,872,750","1,872,750",Tier 3
한터글로벌,"19,700,000,000","428,387",기타 | Others,"700,000","473,250","473,250",Tier 2
정샘물뷰티,"77,000,000,000","51,255",커머스 | Commerce,"700,000","677,250","677,250",Tier 3
케이엔비코스,"14,800,000,000","3,341",커머스 | Commerce,"1,000,000","392,250","392,250",Tier 5
상도가구,"27,971,931,000","50,304",커머스 | Commerce,"500,000","797,250","797,250",Tier 4
타요타,"25,500,000,000","9,431",렌탈 & 모빌리티 | Rental & Mobility,"1,500,000","1,556,500","1,556,500",Tier 4
엘에프푸드,"166,500,000,000","13,236",커머스 | Commerce,"500,000","555,637","555,637",Tier 3
프롬비,"13,600,000,000","36,585",커머스 | Commerce,"700,000",,,Tier 4
제트언스,"19,118,515,000","11,270,000",커머스 | Commerce,"1,000,000","1,770,750","1,770,750",Tier 2
디앤오,"222,200,000,000","16,957",여행 & 숙박 | Travel & Hospitality,"2,000,000",,,Tier 3
로망스투어,"5,700,000,000","55,968",여행 & 숙박 | Travel & Hospitality,"1,300,000","1,000,000","1,000,000",Tier 4
조선호텔앤리조트,"655,000,000,000","186,652",여행 & 숙박 | Travel & Hospitality,"700,000","639,893","639,893",Tier 1
베리커먼,"50,000,000,000",-,-,"2,000,000",,,
대상펫라이프 주식회사,"4,700,000,000","4,005",제조 & 유통 | Manufacturing & Distribution,"700,000",,,Tier 5
애플젠,"13,000,000,000","19,692",커머스 | Commerce,"1,300,000","1,609,000","1,609,000",Tier 4
열우물양조장,"5,400,000,000",-,커머스 | Commerce,"500,000","398,137","398,137",
에이제이네트웍스,"611,600,000,000","20,342",B2B & 솔루션 | B2B & Solutions,"1,200,000","1,500,000","1,500,000",Tier 3
인터펫코리아,"28,700,000,000","4,908",커머스 | Commerce,"700,000",,,Tier 5
국민클럽,"11,400,000,000",-,커머스 | Commerce,"1,000,000",,,
코스메쉐프,"4,600,000,000","21,651",커머스 | Commerce,"1,000,000",,,Tier 4
부산테크노파크,"117,100,217,000","63,183",기타 | Others,"1,000,000",,,Tier 3
밀알복지재단,"185,900,000,000","107,271",기타 | Others,"800,000","3,190,365","3,190,365",Tier 3
한국소방기구제작소,"95,700,000,000","17,753",커머스 | Commerce,"700,000",,,Tier 3
메가프레스,"28,400,000,000","79,704",B2B & 솔루션 | B2B & Solutions,"1,200,000","737,250","737,250",Tier 4
보우시스템,"77,097,366,000","9,365",B2B & 솔루션 | B2B & Solutions,"2,000,000",,,Tier 3
(주)제트카,"13,000,000,000","38,939",렌탈 & 모빌리티 | Rental & Mobility,"800,000",,,Tier 4
한국산업인력공단,"1,156,140,000,000","417,615",기타 | Others,"2,000,000","9,360,000","9,360,000",Tier 1
한소닉,"5,700,000,000","1,653",B2B & 솔루션 | B2B & Solutions,"500,000","189,387","189,387",Tier 5
데르마피부과의원,"5,000,000,000","6,394",헬스케어 | Healthcare,"500,000",,,Tier 5
와이골프앤투어,"1,600,000,000","25,605",여행 & 숙박 | Travel & Hospitality,"1,000,000","816,405","816,405",Tier 4
마크로젠,"138,617,000,000","88,864",커머스 | Commerce,"700,000","333,750","333,750",Tier 3
토이트론,"43,300,000,000","2,082",교육 | Education,"600,000","715,850","715,850",Tier 5
롯데GFR,"10,900,000,000","10,884",제조 & 유통 | Manufacturing & Distribution,"1,500,000",,,Tier 4
케이비라이프파트너스,"139,300,000,000","19,028",전문 산업군 | Professional Services,"2,000,000","2,000,000","2,000,000",Tier 3
네오트랜스,"87,223,648,000","21,981",기타 | Others,"600,000",,,Tier 3
로템에스알에스,"35,700,000,000","3,104",기타 | Others,"5,000,000",,,Tier 5
우리홈쇼핑,"924,900,000,000","6,481,000",커머스 | Commerce,"3,000,000",,,Tier 1
한양대학교 구리병원,"561,600,000,000","193,381",헬스케어 | Healthcare,"2,000,000",,,Tier 1
아크,"6,200,000,000","8,940",커머스 | Commerce,"500,000",,,Tier 5
대한적십자사,"713,300,000,000","158,914",기타 | Others,"2,000,000",,,Tier 1
신한은행,"41,700,000,000,000","9,177,000",기타 | Others,"2,000,000",,,Tier 1
호텔스토리,"7,200,000,000","61,605",여행 & 숙박 | Travel & Hospitality,"1,500,000","1,030,850","1,030,850",Tier 4
아주대학교병원,"567,603,850,000","101,142",헬스케어 | Healthcare,"2,000,000",,,Tier 3
완성기업,"59,900,000,000","63,337",커머스 | Commerce,"3,000,000","1,532,250","1,532,250",Tier 4
서울랜드,"49,904,580,000","114,215",여행 & 숙박 | Travel & Hospitality,"2,000,000",,,Tier 2
리멤버피부과,"1,111,111,111","2,625",헬스케어 | Healthcare,"700,000","752,250","752,250",Tier 5
로지오가닉,"7,600,000,000","1,695",커머스 | Commerce,"500,000","342,750","342,750",Tier 5
케빈스룸,"6,200,000,000","36,863",커머스 | Commerce,"500,000","584,887","584,887",Tier 4
장스푸드,"125,693,224,000","163,627",제조 & 유통 | Manufacturing & Distribution,"1,000,000",,,Tier 2
씨네큐,"7,000,000,000","431,882",커머스 | Commerce,"700,000","793,500","793,500",Tier 2
비젼코베아,"30,451,351,633","28,582",커머스 | Commerce,"700,000",,,Tier 4
신안종합리조트,"59,581,492,000","38,880",여행 & 숙박 | Travel & Hospitality,"1,500,000","1,155,750","1,155,750",Tier 4
카사코리아,"3,866,700,000,000","7,871",전문 산업군 | Professional Services,"500,000","500,000","500,000",Tier 3
씨엔케이인사이트그룹,"19,322,269,000","70,814",커머스 | Commerce,"1,000,000",,,Tier 4
게스홀딩스코리아,"207,200,000,000","325,632",커머스 | Commerce,"2,000,000",,,Tier 2
희원기획,"12,000,000,000","1,347",커머스 | Commerce,"300,000","425,137","425,137",Tier 5
마이셰프,"45,400,000,000","68,561",커머스 | Commerce,"1,000,000",,,Tier 4
브라운백,"4,400,000,000","5,856",커머스 | Commerce,"500,000",,,Tier 5
포스뱅크,"77,100,000,000","152,161",B2B & 솔루션 | B2B & Solutions,"2,000,000",,,Tier 2
고고밴코리아,"30,000,000,000","39,131",B2B & 솔루션 | B2B & Solutions,"1,500,000","1,337,137","1,337,137",Tier 4
신도리코,"322,800,000,000","115,684",렌탈 & 모빌리티 | Rental & Mobility,"2,000,000",,,Tier 3
교원헬스케어,"17,883,003,000","4,026",커머스 | Commerce,"500,000",,,Tier 5
엘앤피코스메틱,"248,900,000,000","65,613",커머스 | Commerce,"1,000,000","793,500","793,500",Tier 3
역전에프앤씨,"108,600,000,000",-,B2B & 솔루션 | B2B & Solutions,"700,000",,,
쿠캣,"35,100,000,000","47,291",커머스 | Commerce,"600,000",,,Tier 4
겜우리한우리,"24,900,000,000","150,197",커머스 | Commerce,"2,000,000",,,Tier 2
소녀레시피,"11,447,436,000","17,201",커머스 | Commerce,"1,000,000","451,887","451,887",Tier 4
스마일스퀘어,"4,500,000,000",304,기타 | Others,"500,000","212,250","212,250",Tier 5
골든베이 골프앤리조트,"20,800,000,000","11,921",여행 & 숙박 | Travel & Hospitality,"1,000,000","700,000","700,000",Tier 4
신세계센트럴시티,"50,856,640,000","1,352",렌탈 & 모빌리티 | Rental & Mobility,"2,000,000",,,Tier 5
24시 월드펫동물메디컬센터,-,"5,468",헬스케어 | Healthcare,"700,000","798,000","798,000",
원삼메디,"7,200,000,000","40,409",커머스 | Commerce,"600,000","684,637","684,637",Tier 4
야마하,"73,200,000,000","139,500",렌탈 & 모빌리티 | Rental & Mobility,"2,000,000","2,408,250","2,408,250",Tier 2
에이치씨서비스센터,"400,000,000","49,925",기타 | Others,"700,000","2,000,000","2,000,000",Tier 4
소프트팩,"19,139,308,000","12,352",커머스 | Commerce,"1,500,000","748,052","748,052",Tier 4
금성침대,"62,400,000,000","162,003",커머스 | Commerce,"1,500,000","1,082,250","1,082,250",Tier 2
하이퍼케이프,"3,500,000,000","4,781",B2B & 솔루션 | B2B & Solutions,"1,000,000",,,Tier 5
마이노멀컴퍼니,"2,000,000,000","84,280",기타 | Others,"600,000","524,200","524,200",Tier 4
스토리나인,"10,900,000,000","242,000",커머스 | Commerce,"700,000","563,250","563,250",Tier 2
미미월드,"54,832,579,000","12,965",커머스 | Commerce,"1,000,000",,,Tier 4
잉글리시에그,"15,430,000,000","9,364",교육 | Education,"1,000,000",,,Tier 5
장학문구사,"48,300,000,000","62,013",커머스 | Commerce,"2,000,000",,,Tier 4
다이얼커뮤니케이션즈,"24,800,000,000","332,669",여행 & 숙박 | Travel & Hospitality,"1,800,000",,,Tier 2
에런케이,"7,900,000,000","243,068",커머스 | Commerce,"500,000",,,Tier 2
에스케이디스커버리,"93,962,880,000","5,230",B2B & 솔루션 | B2B & Solutions,"1,500,000",,,Tier 3
고려고속훼리,"27,500,000,000","27,595",여행 & 숙박 | Travel & Hospitality,"1,200,000",,,Tier 4
아이엠라이프,"898,100,000,000","27,667",기타 | Others,"2,000,000",,,Tier 3
양지바른치과의원,"2,746,660,000","6,977",헬스케어 | Healthcare,"400,000","324,750","324,750",Tier 5
하남재활의학과의원,"4,100,000,000","1,897",헬스케어 | Healthcare,"500,000","417,750","417,750",Tier 5
여행하기 좋은날,"90,000,000,000","13,722",여행 & 숙박 | Travel & Hospitality,"2,000,000","1,785,750","1,785,750",Tier 3
리디아알앤씨,"11,000,000,000","3,013",제조 & 유통 | Manufacturing & Distribution,"1,000,000","654,750","654,750",Tier 5
미프레시,"6,500,000,000","10,431",커머스 | Commerce,"700,000",,,Tier 5
퍼니엠,"29,423,458,000","363,195",커머스 | Commerce,"1,000,000","315,750","315,750",Tier 2
주식회사 베리네이처,"7,121,660,000","2,612",커머스 | Commerce,"700,000",,,Tier 5
더나음,"16,793,296,000","2,550",커머스 | Commerce,"800,000",,,Tier 5
법무법인 정의,"7,000,000,000","39,630",전문 산업군 | Professional Services,"600,000",,,Tier 4
동구전자,"31,300,000,000","10,522",제조 & 유통 | Manufacturing & Distribution,"1,000,000","244,387","244,387",Tier 4
비나우,"270,000,000,000","24,477",커머스 | Commerce,"2,000,000",,,Tier 3
지아띠,"8,700,000,000","33,340",커머스 | Commerce,"700,000",,,Tier 4
에스케이증권,"1,101,700,000,000","53,481",전문 산업군 | Professional Services,"3,000,000",,,Tier 3
베스툴,"20,800,000,000","23,182",커머스 | Commerce,"1,300,000","1,000,000","1,000,000",Tier 4
오브제성형외과,"8,000,000,000","8,459",헬스케어 | Healthcare,"600,000",,,Tier 5
해피룸,"6,250,790,000","3,229",커머스 | Commerce,"700,000","574,387","574,387",Tier 5
에이프러스,"21,933,278,000","148,510",B2B & 솔루션 | B2B & Solutions,"1,500,000","1,163,250","1,163,250",Tier 2
넥센타이어,"2,847,900,000,000","240,651",B2B & 솔루션 | B2B & Solutions,"2,000,000","2,000,000","2,000,000",Tier 1
티모넷,"4,100,000,000","112,747",B2B & 솔루션 | B2B & Solutions,"1,000,000",,,Tier 4
루메나,"42,100,000,000","152,758",커머스 | Commerce,"1,500,000","1,247,250","1,247,250",Tier 2
해피코,"10,800,000,000","8,204",커머스 | Commerce,"1,000,000",,,Tier 5
케이지에듀원아이티뱅크평생교육원,"36,500,000,000","125,995",교육 | Education,"1,000,000","294,750","294,750",Tier 2
정식품,"226,150,090,000","42,108",제조 & 유통 | Manufacturing & Distribution,"1,000,000","1,500,000","1,500,000",Tier 3
드모드,"5,000,000,000","260,346",커머스 | Commerce,"700,000",,,Tier 2
스타일딜리셔스,"10,000,000,000","13,773",커머스 | Commerce,"500,000",,,Tier 4
그린나래,"48,746,011,000","9,642",여행 & 숙박 | Travel & Hospitality,"700,000","770,150","770,150",Tier 4
땡큐파머스,"7,800,000,000","2,551",커머스 | Commerce,"600,000",,,Tier 5
지아이엠에스오,"12,000,000,000","3,350",헬스케어 | Healthcare,"600,000","634,137","634,137",Tier 5
애드엑스,"18,000,000,000","12,742",기타 | Others,"1,000,000",,,Tier 4
현대홈쇼핑,"2,064,400,000,000","6,653,000",커머스 | Commerce,"3,000,000",,,Tier 1
에넥스텔레콤,"125,514,386,000","138,534",전문 산업군 | Professional Services,"3,000,000",,,Tier 2
에이통상,"80,509,752,000","37,586",커머스 | Commerce,"1,200,000","1,188,750","1,188,750",Tier 3
가이아코퍼레이션,"38,007,329,000","3,081",커머스 | Commerce,"700,000",,"533,137",Tier 5
신영와코루,"201,444,000,000","4,038",커머스 | Commerce,"1,000,000",,,Tier 3
바닐라프루츠,"9,100,000,000","3,372",커머스 | Commerce,"400,000","319,750","319,750",Tier 5
제스파,"46,000,000,000","5,678",커머스 | Commerce,"1,000,000",,,Tier 5
아이루미성형외과,"7,000,000,000","2,325",헬스케어 | Healthcare,"500,000","463,500","463,500",Tier 5
웨이브파크,"24,288,993,000","38,062",여행 & 숙박 | Travel & Hospitality,"1,000,000",,,Tier 4
벌룬스틱스코리아,"9,376,102,000","8,428",커머스 | Commerce,"500,000","624,000","624,000",Tier 5
그룹세브코리아,"170,700,000,000","51,039",커머스 | Commerce,"2,000,000","1,500,000","1,500,000",Tier 3
고래사,"53,147,336,000","63,626",커머스 | Commerce,"600,000","216,000","216,000",Tier 4
느아이스,"500,000,000","7,313",커머스 | Commerce,"500,000","27,000","27,000",Tier 5
산바다스포츠,"24,500,000,000","68,515",커머스 | Commerce,"600,000",,,Tier 4
국립군산대학교,"60,000,000,000","200,693",교육 | Education,"1,500,000",,,Tier 2
주식회사 사라씨푸드,"23,000,000,000",-,커머스 | Commerce,"1,000,000",,,
유한책임회사 칼라컵,"11,300,000,000","54,742",제조 & 유통 | Manufacturing & Distribution,"1,000,000",,,Tier 4
예다함,"59,100,000,000","33,560",전문 산업군 | Professional Services,"2,000,000","1,800,000","1,800,000",Tier 4
바낙스,"43,271,805,000","106,998",제조 & 유통 | Manufacturing & Distribution,"1,000,000","981,000","981,000",Tier 2
주식회사 케이티스포츠,"88,200,000,000","8,487",기타 | Others,"1,000,000",,,Tier 3
요미몬,"5,400,000,000","37,470",교육 | Education,"600,000",,,Tier 4
코리아경기도주식회사,"20,000,000,000","240,020",기타 | Others,"1,800,000",,,Tier 2
기영에프앤비,"121,700,000,000","22,367",기타 | Others,"1,000,000","1,265,500","1,265,500",Tier 3
지에스이앤알,"2,572,650,000,000","9,210",제조 & 유통 | Manufacturing & Distribution,"800,000",,,Tier 3
도아드림,"5,200,000,000","29,709",커머스 | Commerce,"500,000",,,Tier 4
셀트리온스킨큐어,"30,265,318,000","94,571",커머스 | Commerce,"500,000",,"474,750",Tier 2
더베이글,"50,200,000,000","13,724",커머스 | Commerce,"500,000","373,387","373,387",Tier 4
메가스터디교육,"942,200,000,000","8,995,000",교육 | Education,"2,000,000",,,Tier 1
애경중부컨트리클럽,"15,939,382,000","7,399",여행 & 숙박 | Travel & Hospitality,"500,000",,,Tier 5
한미글로벌건축사사무소,"424,700,000,000","32,822",전문 산업군 | Professional Services,"2,000,000",,,Tier 3
우지컴퍼니,"15,600,000,000","48,628",기타 | Others,"700,000","674,250","674,250",Tier 4
오씸코리아,"9,200,000,000","33,517",커머스 | Commerce,"800,000","414,750","414,750",Tier 4
월스트리트인스티튜트코리아,"10,700,000,000","24,507",교육 | Education,"500,000","1,267,500","1,267,500",Tier 4
온비타민하우스,"16,000,000,000","3,061",커머스 | Commerce,"600,000",,,Tier 5
칸투칸,"4,984,370,000","556,954",커머스 | Commerce,"1,200,000","242,250","242,250",Tier 2
무신사트레이딩,"76,000,000,000","5,597",커머스 | Commerce,"1,200,000","72,000","72,000",Tier 3
창안애,"17,300,000,000","35,831",커머스 | Commerce,"1,000,000","1,289,250","1,289,250",Tier 4
온리원에듀,"5,000,000,000","3,925",교육 | Education,"300,000","103,250","103,250",Tier 5
디에이치텍스,"12,800,000,000","3,448",제조 & 유통 | Manufacturing & Distribution,"1,000,000",,,Tier 5
한국컴패션,"89,700,000,000","76,898",기타 | Others,"2,000,000","2,880,000","2,880,000",Tier 3
세무법인 아름,"1,800,000,000","1,968",전문 산업군 | Professional Services,"700,000",,,Tier 5
나이스인프라,"290,200,000,000","11,195",B2B & 솔루션 | B2B & Solutions,"2,000,000",,,Tier 3
비어케이,"101,462,290,000","3,888",제조 & 유통 | Manufacturing & Distribution,"1,500,000",,,Tier 3
더헤븐리조트,"44,700,000,000","14,890",여행 & 숙박 | Travel & Hospitality,"800,000",,,Tier 4
에스케이텔레콤,"17,940,600,000,000","11,770,000",전문 산업군 | Professional Services,"2,000,000","1,500,000","1,500,000",Tier 1
프레시멘토,"17,595,293,000",523,B2B & 솔루션 | B2B & Solutions,"800,000","490,700","490,700",Tier 5
에이치디현대스포츠,"41,000,000,000","293,767",기타 | Others,"700,000","362,250","362,250",Tier 2
(주)위굴리,"17,295,643,000","3,920",렌탈 & 모빌리티 | Rental & Mobility,"700,000","341,887","341,887",Tier 5
스페이스브이,"6,700,000,000","3,814",렌탈 & 모빌리티 | Rental & Mobility,"1,200,000",,,Tier 5
서경방송,"72,779,888,000","262,052",기타 | Others,"2,000,000",,,Tier 2
퍼플랩스 헬스케어,"24,820,150,000","125,523",헬스케어 | Healthcare,"500,000","504,750","504,750",Tier 2
24시 스탠다드동물의료센터,-,-,헬스케어 | Healthcare,"800,000","96,000","96,000",
웹투어,"20,661,776,000","539,085",여행 & 숙박 | Travel & Hospitality,"2,000,000",,,Tier 2
코나아이,"227,900,000,000","146,307",전문 산업군 | Professional Services,"3,500,000","2,000,000","2,000,000",Tier 3
명인코리아,"24,800,000,000","191,742",커머스 | Commerce,"1,500,000",,,Tier 2
리레코코리아,"26,868,590,000","797,616",전문 산업군 | Professional Services,"2,000,000","578,137","578,137",Tier 2
바이올푸드글로벌,"26,800,000,000","10,249",기타 | Others,"600,000","195,750","195,750",Tier 4
라이프스타일프로젝트,"24,000,000,000",237,커머스 | Commerce,"1,200,000","793,407","793,407",Tier 5
루컴즈에이엠씨,"96,700,000,000","22,595",제조 & 유통 | Manufacturing & Distribution,"700,000",,"339,750",Tier 3
지에스지엠(주),"46,778,436,000","57,582",커머스 | Commerce,"600,000","557,137","557,137",Tier 4
카옥스,"17,800,000,000","5,017",렌탈 & 모빌리티 | Rental & Mobility,"600,000","105,750","105,750",Tier 5
엠에프테크,"13,400,000,000","3,336",제조 & 유통 | Manufacturing & Distribution,"1,000,000",,,Tier 5
바이크뱅크,"30,300,000,000","41,587",렌탈 & 모빌리티 | Rental & Mobility,"1,500,000","1,358,250","1,358,250",Tier 4
새로피엔엘,"31,100,000,000","70,181",커머스 | Commerce,"500,000","2,574,787","2,574,787",Tier 4
씨알에스코리아,"21,400,000,000","7,171",여행 & 숙박 | Travel & Hospitality,"1,000,000",,,Tier 5
한겨레엔,"8,000,000,000","1,890",교육 | Education,"500,000","398,250","398,250",Tier 5
성안당,"14,755,627,000","53,276",교육 | Education,"800,000","1,000,000","1,000,000",Tier 4
글로벌머니익스프레스,"29,932,753,000","4,581",전문 산업군 | Professional Services,"2,000,000",,,Tier 5
전라도청년,"8,000,000,000","213,093",커머스 | Commerce,"650,000",,,Tier 2
케이티,"26,431,200,000,000","14,340,000",전문 산업군 | Professional Services,"2,000,000",,,Tier 1
아파트멘터리,"27,000,000,000","37,801",기타 | Others,"800,000","884,847","884,847",Tier 4
